City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
260,Praia,CV,2021-08-07 22:02:57,14.9215,-23.5087,79.34,89,75,5.75,broken clouds
261,Bloemfontein,ZA,2021-08-07 22:09:01,-29.1211,26.214,46.33,29,1,5.21,clear sky
262,San Quintin,MX,2021-08-07 22:12:37,30.4833,-115.95,73.6,66,5,10.67,clear sky
263,Yumaguzino,RU,2021-08-07 22:09:01,52.9041,56.3933,56.26,64,28,3.2,scattered clouds
264,Raahe,FI,2021-08-07 22:09:02,64.6833,24.4833,60.89,64,0,17.13,clear sky
265,Qui Nhon,VN,2021-08-07 22:09:03,13.7667,109.2333,82.2,75,100,4.47,overcast clouds
266,Jiayuguan,CN,2021-08-07 22:03:07,39.8167,98.3,66.9,37,41,5.99,scattered clouds
267,Vestmannaeyjar,IS,2021-08-07 22:12:37,63.4427,-20.2734,54.93,91,100,7.31,overcast clouds
268,Lata,PT,2021-08-07 22:12:38,40.1629,-8.3327,62.06,97,22,3.56,few clouds
269,Nueve De Julio,AR,2021-08-07 22:09:04,-35.4444,-60.8831,65.66,57,26,5.88,scattered clouds
270,Puerto Madero,MX,2021-08-07 22:09:04,14.7208,-92.4215,88.0,66,75,6.91,broken clouds
271,Kardamas,GR,2021-08-07 22:09:04,37.7667,21.3333,77.41,73,0,0.0,clear sky
272,Kouango,CF,2021-08-07 22:09:05,4.9934,19.9619,70.52,96,100,2.26,overcast clouds
273,Mayumba,GA,2021-08-07 22:12:39,-3.432,10.6554,72.16,88,94,4.61,overcast clouds
274,Comodoro Rivadavia,AR,2021-08-07 22:08:42,-45.8667,-67.5,51.66,25,0,20.71,clear sky
275,Borodyanka,UA,2021-08-07 22:09:05,50.6448,29.9201,64.54,88,0,0.0,clear sky
276,Challapata,BO,2021-08-07 22:09:06,-18.9,-66.7667,50.72,23,16,2.15,few clouds
277,Noumea,NC,2021-08-07 22:09:07,-22.2763,166.4572,62.58,61,97,3.15,overcast clouds
278,Lichuan,CN,2021-08-07 22:12:41,30.3,108.85,67.51,99,100,2.68,moderate rain
279,Porto Santo,PT,2021-08-07 22:09:07,33.072,-16.3415,73.31,78,75,6.91,broken clouds
280,Suwannaphum,TH,2021-08-07 22:09:07,15.6035,103.8021,79.63,81,90,9.53,overcast clouds
281,Bathsheba,BB,2021-08-07 22:04:33,13.2167,-59.5167,83.01,69,40,12.66,scattered clouds
282,Wildberg,DE,2021-08-07 22:09:08,48.6234,8.7452,60.12,93,65,8.39,broken clouds
283,Bingol,TR,2021-08-07 22:09:08,38.8847,40.4939,69.8,43,34,5.66,scattered clouds
284,San Vicente,AR,2021-08-07 22:09:08,-26.6167,-54.1333,65.25,54,0,3.24,clear sky
285,Lamu,KE,2021-08-07 22:09:09,-2.2717,40.902,73.62,83,36,14.88,scattered clouds
286,Lagoa,PT,2021-08-07 22:09:09,39.05,-27.9833,68.59,67,29,10.98,scattered clouds
287,Shellbrook,CA,2021-08-07 22:03:43,53.2168,-106.4011,80.44,26,97,4.14,overcast clouds
288,Kangaatsiaq,GL,2021-08-07 22:09:10,68.3065,-53.4641,40.98,93,100,10.98,light rain
289,Auki,SB,2021-08-07 22:05:43,-8.7676,160.7034,81.59,71,92,2.48,overcast clouds
290,Zomin,UZ,2021-08-07 22:09:10,39.9606,68.3958,80.58,26,6,6.17,clear sky
291,Azuaga,ES,2021-08-07 22:09:11,38.2667,-5.6833,69.96,40,0,9.26,clear sky
292,Lavrentiya,RU,2021-08-07 22:12:44,65.5833,-171.0,46.65,74,100,19.3,overcast clouds
293,Emba,KZ,2021-08-07 22:09:11,48.8264,58.1442,72.19,25,5,7.36,clear sky
294,Bull Savanna,JM,2021-08-07 22:09:12,17.8868,-77.5902,82.35,70,30,9.66,scattered clouds
295,Coahuayana,MX,2021-08-07 22:09:12,18.7333,-103.6833,87.28,80,90,6.2,overcast clouds
296,Nizhniy Baskunchak,RU,2021-08-07 22:09:14,48.2198,46.8311,82.45,20,4,15.14,clear sky
297,Kloulklubed,PW,2021-08-07 22:09:14,7.0419,134.2556,79.3,80,100,3.18,light rain
298,Camacha,PT,2021-08-07 22:12:45,33.0833,-16.3333,70.54,78,75,6.91,broken clouds
299,Tongchuan,CN,2021-08-07 22:09:15,35.0806,109.0897,70.5,53,98,4.63,overcast clouds
300,Eregli,TR,2021-08-07 22:09:15,37.5133,34.0467,63.37,76,80,3.58,broken clouds
301,Saskylakh,RU,2021-08-07 22:09:16,71.9167,114.0833,51.89,74,100,6.42,overcast clouds
302,Oktyabrskoye,RU,2021-08-07 22:03:15,43.0645,44.7417,73.54,88,90,4.47,overcast clouds
303,Mehamn,NO,2021-08-07 22:09:16,71.0357,27.8492,60.62,64,79,9.42,broken clouds
304,Omsukchan,RU,2021-08-07 22:09:17,62.5333,155.8,50.22,84,100,6.85,overcast clouds
305,Greenfield,US,2021-08-07 22:01:12,42.9614,-88.0126,78.12,87,1,3.0,haze
306,Ketchikan,US,2021-08-07 22:09:17,55.3422,-131.6461,64.87,68,40,13.8,scattered clouds
307,Buenavista,PH,2021-08-07 22:09:18,8.9769,125.4089,76.33,87,100,4.18,heavy intensity rain
308,Nhulunbuy,AU,2021-08-07 22:05:16,-12.2333,136.7667,74.01,60,7,8.05,clear sky
309,Husavik,IS,2021-08-07 22:12:47,66.0449,-17.3389,58.3,75,91,2.1,overcast clouds
310,Sibolga,ID,2021-08-07 22:12:48,1.7427,98.7792,76.33,89,98,3.04,overcast clouds
311,Chardara,KZ,2021-08-07 22:09:19,41.2547,67.9692,80.67,30,0,9.82,clear sky
312,Manta,EC,2021-08-07 22:09:19,-0.95,-80.7333,73.98,76,52,13.67,broken clouds
313,Jinchang,CN,2021-08-07 22:09:19,38.4953,102.1739,67.05,51,93,7.56,overcast clouds
314,Inhambane,MZ,2021-08-07 22:09:19,-23.865,35.3833,66.27,87,0,4.83,clear sky
315,Santa Cruz,BO,2021-08-07 21:59:48,-17.8,-63.1667,87.26,37,26,23.02,scattered clouds
316,Acari,PE,2021-08-07 22:09:20,-15.4311,-74.6158,66.54,70,18,7.49,few clouds
317,Necochea,AR,2021-08-07 22:05:20,-38.5473,-58.7368,49.03,72,40,10.56,scattered clouds
318,Krasnoselkup,RU,2021-08-07 22:09:20,65.7,82.4667,61.27,69,95,5.17,overcast clouds
319,Caucaia,BR,2021-08-07 22:05:15,-3.7361,-38.6531,81.03,73,0,18.41,clear sky
320,Ternate,ID,2021-08-07 22:05:56,0.8,127.4,76.5,91,100,4.0,light rain
321,Tamboril,DO,2021-08-07 22:09:21,19.4854,-70.611,86.7,100,40,6.91,scattered clouds
322,San Andres,CO,2021-08-07 22:08:21,12.5847,-81.7006,81.5,80,93,15.35,overcast clouds
323,Tete,MZ,2021-08-07 22:09:21,-16.1564,33.5867,75.29,50,0,10.36,clear sky
324,Gorontalo,ID,2021-08-07 22:09:22,0.5412,123.0595,75.09,90,99,2.24,overcast clouds
325,West Helena,US,2021-08-07 22:09:22,34.5507,-90.6418,91.08,52,44,4.72,scattered clouds
326,Mookane,BW,2021-08-07 22:09:23,-23.688,26.6595,63.75,20,1,5.59,clear sky
327,Khor,RU,2021-08-07 22:09:23,47.8861,134.9464,56.7,99,100,7.4,overcast clouds
328,Hovd,MN,2021-08-07 22:12:51,48.0056,91.6419,55.26,71,3,1.9,clear sky
329,Korla,CN,2021-08-07 22:07:54,41.7597,86.1469,76.1,38,2,3.53,clear sky
330,Acapulco,MX,2021-08-07 22:08:50,16.8634,-99.8901,85.82,74,75,10.36,broken clouds
331,Srivardhan,IN,2021-08-07 22:09:24,18.0333,73.0167,79.23,85,32,4.27,scattered clouds
332,Praia Da Vitoria,PT,2021-08-07 22:12:52,38.7333,-27.0667,69.76,73,27,10.8,scattered clouds
333,Vostok,RU,2021-08-07 22:09:47,46.4856,135.8833,57.07,99,100,5.61,overcast clouds
334,Baneh,IR,2021-08-07 22:09:24,35.9975,45.8853,73.76,26,48,4.41,scattered clouds
335,Kirensk,RU,2021-08-07 22:09:25,57.7853,108.1119,50.63,93,61,1.66,broken clouds
336,Puerto Escondido,MX,2021-08-07 22:08:12,15.85,-97.0667,86.83,66,90,10.36,overcast clouds
337,Sfantu Gheorghe,RO,2021-08-07 22:07:35,45.8667,25.7833,64.27,76,1,2.04,clear sky
338,Sulangan,PH,2021-08-07 22:03:04,11.1373,123.7228,83.64,74,86,3.62,overcast clouds
339,Teya,RU,2021-08-07 22:12:54,60.3778,92.6267,57.33,74,77,2.3,broken clouds
340,Wahpeton,US,2021-08-07 22:09:26,46.2652,-96.6059,81.32,27,95,7.65,overcast clouds
341,Salina Cruz,MX,2021-08-07 22:09:26,16.1667,-95.2,88.09,62,66,8.14,broken clouds
342,Ardahan,TR,2021-08-07 22:09:26,41.1087,42.7022,54.57,89,78,3.24,broken clouds
343,Zhob,PK,2021-08-07 22:09:27,31.3411,69.4481,80.49,46,31,0.49,scattered clouds
344,Vardo,NO,2021-08-07 22:09:27,70.3705,31.1107,56.57,72,53,8.68,broken clouds
345,Ust-Omchug,RU,2021-08-07 22:03:57,61.15,149.6333,56.3,67,30,3.53,scattered clouds
346,Leh,IN,2021-08-07 22:09:29,34.1667,77.5833,62.06,47,15,5.26,few clouds
347,Sitka,US,2021-08-07 22:06:23,57.0531,-135.33,62.49,82,90,10.36,light rain
348,Paamiut,GL,2021-08-07 22:12:55,61.994,-49.6678,40.95,94,100,14.74,light rain
349,Krasnyy Oktyabr,RU,2021-08-07 22:09:29,56.1167,38.8833,71.29,73,100,5.99,light rain
350,Igarka,RU,2021-08-07 22:09:30,67.4667,86.5833,57.42,68,86,5.79,overcast clouds
351,Broken Hill,AU,2021-08-07 22:05:20,-31.95,141.4333,45.5,72,0,7.05,clear sky
352,Manzhouli,CN,2021-08-07 22:09:30,49.6,117.4333,63.14,78,61,2.06,broken clouds
353,Prince Rupert,CA,2021-08-07 22:12:57,54.3161,-130.3201,61.47,76,100,6.76,overcast clouds
354,Tianpeng,CN,2021-08-07 22:09:31,30.9866,103.9393,73.42,91,100,4.59,overcast clouds
355,Bambanglipuro,ID,2021-08-07 22:09:31,-7.95,110.2833,75.06,88,41,2.15,scattered clouds
356,Marawi,PH,2021-08-07 22:12:57,7.9986,124.2928,68.65,90,100,4.03,heavy intensity rain
357,Beisfjord,NO,2021-08-07 22:09:32,68.3751,17.5988,63.05,57,99,6.73,overcast clouds
358,Mbandaka,CD,2021-08-07 22:09:32,0.0487,18.2603,68.31,95,98,2.51,light rain
359,Chalus,IR,2021-08-07 22:09:32,36.655,51.4204,76.46,88,0,0.0,clear sky
360,Svelgen,NO,2021-08-07 22:09:33,61.7685,5.2955,65.19,64,99,3.91,overcast clouds
361,Monte Carmelo,BR,2021-08-07 22:09:33,-18.7247,-47.4986,63.0,58,60,3.96,broken clouds
362,Rudbar,AF,2021-08-07 22:09:34,30.15,62.6,85.53,18,0,9.8,clear sky
363,Alexandria,EG,2021-08-07 22:09:34,31.2156,29.9553,82.15,70,0,13.85,clear sky
364,Miandrivazo,MG,2021-08-07 22:09:35,-19.5167,45.4667,67.44,55,0,3.74,clear sky
365,Wuwei,CN,2021-08-07 22:09:35,37.9281,102.6414,66.29,53,99,4.21,overcast clouds
366,Kudahuvadhoo,MV,2021-08-07 22:05:20,2.6708,72.8944,82.35,76,100,11.59,overcast clouds
367,Ponta Do Sol,PT,2021-08-07 22:09:35,32.6667,-17.1,74.71,86,80,6.49,broken clouds
368,Montecristo,CO,2021-08-07 22:09:36,8.2971,-74.4733,83.44,86,51,1.59,broken clouds
369,Devonport,AU,2021-08-07 22:09:15,-41.1667,146.35,43.99,67,99,5.46,overcast clouds
370,Shenjiamen,CN,2021-08-07 22:04:23,29.9576,122.298,79.66,85,3,16.93,clear sky
371,Sonqor,IR,2021-08-07 22:09:36,34.7837,47.6004,73.26,37,91,3.44,overcast clouds
372,Boueni,YT,2021-08-07 22:09:37,-12.9025,45.0761,67.98,61,0,5.57,clear sky
373,Luis Correia,BR,2021-08-07 22:09:37,-2.8792,-41.6669,79.9,75,38,10.02,scattered clouds
374,Farah,AF,2021-08-07 22:09:14,32.5,62.5,82.13,15,0,4.25,clear sky
375,Analipsis,GR,2021-08-07 22:09:39,35.3167,25.5667,80.94,70,0,12.08,clear sky
376,Nsanje,MW,2021-08-07 22:09:39,-16.92,35.262,66.88,67,0,3.13,clear sky
377,Tual,ID,2021-08-07 22:07:16,-5.6667,132.75,80.58,78,82,21.74,broken clouds
378,Bereda,ES,2021-08-07 22:05:14,43.2686,-7.5406,56.95,96,7,1.5,clear sky
379,Kontagora,NG,2021-08-07 22:03:33,10.3999,5.4695,71.91,97,82,4.34,broken clouds
380,Toamasina,MG,2021-08-07 22:09:40,-18.1667,49.3833,64.96,91,12,4.9,few clouds
381,Stettler,CA,2021-08-07 22:09:40,52.3168,-112.7186,83.75,17,54,6.13,moderate rain
382,Faya,SA,2021-08-07 22:09:41,18.3851,42.4509,63.12,54,44,4.59,scattered clouds
383,Oriximina,BR,2021-08-07 22:09:41,-1.7656,-55.8661,82.08,48,23,3.0,few clouds
384,Ponta Delgada,PT,2021-08-07 22:09:41,37.7333,-25.6667,70.52,64,75,9.22,broken clouds
385,Hirara,JP,2021-08-07 22:13:03,24.8,125.2833,82.67,89,75,20.71,light intensity shower rain
386,Avera,US,2021-08-07 22:09:42,33.194,-82.5271,89.74,49,78,0.51,broken clouds
387,Santa Lucia,ES,2021-08-07 22:08:13,27.9117,-15.5407,65.52,78,20,20.71,few clouds
388,Port Hedland,AU,2021-08-07 22:09:42,-20.3167,118.5667,62.65,27,17,6.91,few clouds
389,Itarema,BR,2021-08-07 22:09:43,-2.9248,-39.9167,80.2,74,94,17.58,overcast clouds
390,Majene,ID,2021-08-07 22:13:04,-3.5403,118.9707,76.69,89,99,11.27,overcast clouds
391,Beloha,MG,2021-08-07 22:03:08,-25.1667,45.05,62.22,87,0,4.36,clear sky
392,Florianopolis,BR,2021-08-07 22:05:26,-27.6146,-48.5012,63.63,82,20,9.22,few clouds
393,Hanna,CA,2021-08-07 22:09:43,51.6334,-111.9018,78.87,35,80,5.01,broken clouds
394,Almenara,BR,2021-08-07 22:09:44,-16.1836,-40.6944,69.55,57,96,6.51,overcast clouds
395,Yeppoon,AU,2021-08-07 22:09:44,-23.1333,150.7333,55.18,78,1,5.88,clear sky
396,Sisimiut,GL,2021-08-07 22:09:45,66.9395,-53.6735,41.11,95,100,5.55,light rain
397,Micheweni,TZ,2021-08-07 22:09:45,-4.9667,39.8333,73.62,82,15,10.33,few clouds
398,Stolin,BY,2021-08-07 22:09:46,51.8912,26.846,57.94,81,13,5.79,few clouds
399,Kisangani,CD,2021-08-07 22:05:46,0.5167,25.2,69.66,93,82,2.3,broken clouds
400,Likasi,CD,2021-08-07 22:09:46,-10.9814,26.7333,62.31,36,5,4.29,clear sky
401,Taltal,CL,2021-08-07 22:09:48,-25.4,-70.4833,55.67,79,34,5.32,scattered clouds
402,Scarborough,GB,2021-08-07 22:09:48,54.2797,-0.4044,59.85,90,98,3.0,overcast clouds
403,Nelson Bay,AU,2021-08-07 22:03:22,-32.7167,152.15,55.99,79,98,1.01,overcast clouds
404,Belmonte,BR,2021-08-07 22:13:08,-15.8631,-38.8828,72.1,75,54,9.82,broken clouds
405,Kovur,IN,2021-08-07 22:09:48,14.4833,79.9833,86.38,63,97,7.36,overcast clouds
406,Blythe,US,2021-08-07 22:09:49,33.6103,-114.5964,110.03,14,0,14.0,clear sky
407,Namatanai,PG,2021-08-07 22:13:09,-3.6667,152.4333,79.95,79,55,6.26,moderate rain
408,Ambovombe,MG,2021-08-07 22:09:50,-25.1667,46.0833,64.31,88,0,3.62,clear sky
409,Brodokalmak,RU,2021-08-07 22:09:50,55.5748,62.082,52.7,70,19,11.39,few clouds
410,Qaqortoq,GL,2021-08-07 22:09:51,60.7167,-46.0333,48.7,95,100,5.91,moderate rain
411,Altamira,BR,2021-08-07 22:09:51,-3.2033,-52.2064,81.59,46,15,2.42,few clouds
412,Bloomfield,US,2021-08-07 22:07:49,40.8068,-74.1854,86.32,61,1,1.99,clear sky
413,Sidi Ali,DZ,2021-08-07 22:03:39,36.0998,0.4206,76.03,53,0,5.26,clear sky
414,Morant Bay,JM,2021-08-07 22:03:58,17.8815,-76.4093,84.65,70,1,9.91,clear sky
415,Sikandra Rao,IN,2021-08-07 22:09:52,27.7,78.4,83.53,78,100,3.62,overcast clouds
416,Adre,TD,2021-08-07 22:09:52,13.4667,22.2,73.09,79,90,6.15,overcast clouds
417,Nago,JP,2021-08-07 22:09:53,26.5881,127.9761,81.03,97,100,27.42,heavy intensity rain
418,Cam Ranh,VN,2021-08-07 22:09:53,11.9214,109.1591,82.36,78,20,3.44,few clouds
419,Sabha,LY,2021-08-07 22:09:53,27.0377,14.4283,90.81,9,0,0.87,clear sky
420,High Rock,BS,2021-08-07 22:09:54,26.6208,-78.2833,86.02,68,3,7.05,clear sky
421,Baglung,NP,2021-08-07 22:09:54,28.2719,83.5898,71.08,90,83,2.42,light rain
422,Lulea,SE,2021-08-07 22:09:55,65.5842,22.1547,64.47,63,49,9.22,scattered clouds
423,Mujiayingzi,CN,2021-08-07 22:09:55,42.1167,118.7833,67.32,64,14,4.34,few clouds
424,Quchan,IR,2021-08-07 22:09:56,37.106,58.5095,72.16,26,2,3.06,clear sky
425,Hamilton,US,2021-08-07 22:08:16,39.1834,-84.5333,89.37,53,1,3.0,clear sky
426,Vuktyl,RU,2021-08-07 22:09:56,63.8567,57.3094,49.87,98,100,8.88,overcast clouds
427,Wadi Maliz,TN,2021-08-07 22:09:57,36.4681,8.5495,83.88,44,25,5.21,scattered clouds
428,Maldonado,UY,2021-08-07 22:07:14,-34.6667,-54.9167,65.23,87,7,4.79,clear sky
429,Faranah,GN,2021-08-07 22:09:57,10.0404,-10.7434,71.1,90,85,5.14,overcast clouds
430,Salvador,SV,2021-08-07 22:09:58,13.8333,-88.9167,86.05,63,51,3.58,broken clouds
431,Talnakh,RU,2021-08-07 22:09:58,69.4865,88.3972,55.42,61,31,2.28,scattered clouds
432,Inongo,CD,2021-08-07 22:09:58,-1.95,18.2667,69.49,84,99,8.63,overcast clouds
433,Ust-Maya,RU,2021-08-07 22:09:59,60.4167,134.5333,58.01,49,2,8.7,clear sky
434,Cayenne,GF,2021-08-07 22:09:59,4.9333,-52.3333,83.08,83,0,0.0,clear sky
435,Gat,IL,2021-08-07 22:13:15,31.61,34.7642,81.39,80,3,6.89,clear sky
436,Halifax,CA,2021-08-07 22:06:40,44.6453,-63.5724,74.41,81,99,4.0,overcast clouds
437,Bolshaya Sosnova,RU,2021-08-07 22:10:00,57.6713,54.6029,50.32,85,7,4.72,clear sky
438,Aykhal,RU,2021-08-07 22:10:00,66.0,111.5,52.48,80,100,7.52,overcast clouds
439,Ornskoldsvik,SE,2021-08-07 22:10:01,63.2909,18.7153,64.22,67,75,9.22,broken clouds
440,Pangai,TO,2021-08-07 22:10:01,-19.8,-174.35,73.02,66,38,12.71,scattered clouds
441,Tautira,PF,2021-08-07 22:03:17,-17.7333,-149.15,84.22,76,62,9.06,broken clouds
442,Kismayo,SO,2021-08-07 22:10:02,-0.3582,42.5454,75.45,82,18,16.22,few clouds
443,Imeni Poliny Osipenko,RU,2021-08-07 22:10:03,52.4201,136.4853,49.35,93,100,10.6,overcast clouds
444,Waipawa,NZ,2021-08-07 22:13:16,-41.4122,175.5153,47.03,76,100,11.92,moderate rain
445,Kholodnyy,RU,2021-08-07 22:10:04,62.7167,147.95,59.14,66,24,2.53,few clouds
446,Sechura,PE,2021-08-07 22:10:04,-5.5569,-80.8222,71.6,62,7,19.77,clear sky
447,Itoman,JP,2021-08-07 22:10:05,26.1247,127.6694,80.98,94,75,23.02,light intensity shower rain
448,Venice,US,2021-08-07 22:10:05,27.0998,-82.4543,92.05,73,1,5.99,clear sky
449,Port Blair,IN,2021-08-07 22:10:06,11.6667,92.75,81.93,83,100,14.09,overcast clouds
450,Lipin Bor,RU,2021-08-07 22:10:07,60.2622,37.9763,59.58,97,100,14.54,light rain
451,Torquay,GB,2021-08-07 22:10:07,50.4638,-3.5143,59.58,58,15,1.01,few clouds
452,Lagos,NG,2021-08-07 22:13:12,6.5833,3.75,73.85,95,100,5.61,moderate rain
453,Ambanja,MG,2021-08-07 22:13:18,-13.6833,48.45,70.45,89,100,2.21,light rain
454,Peoria,US,2021-08-07 22:08:45,40.7667,-89.7668,88.68,59,20,14.97,few clouds
455,Sao Filipe,CV,2021-08-07 22:10:08,14.8961,-24.4956,78.84,83,58,6.02,broken clouds
456,Mushie,CD,2021-08-07 22:10:08,-3.0167,16.9,80.47,54,68,8.72,broken clouds
457,Nyurba,RU,2021-08-07 22:13:19,63.2842,118.3319,63.52,85,100,8.3,overcast clouds
458,Kaele,CM,2021-08-07 22:10:08,10.1092,14.4508,72.61,90,59,9.6,light rain
459,Saint-Joseph,RE,2021-08-07 22:10:09,-21.3667,55.6167,68.36,74,18,9.98,few clouds
460,Madison Heights,US,2021-08-07 22:08:07,42.4859,-83.1052,84.88,62,40,4.61,scattered clouds
461,Saint George,US,2021-08-07 22:07:48,37.1041,-113.5841,102.63,9,1,1.01,haze
462,Sao Joao Da Barra,BR,2021-08-07 22:08:43,-21.6403,-41.0511,68.31,76,89,12.91,overcast clouds
463,Yaan,NG,2021-08-07 22:10:10,7.3833,8.5667,71.1,97,74,4.16,broken clouds
464,Bat Yam,IL,2021-08-07 22:10:04,32.0231,34.7503,82.63,80,40,6.91,scattered clouds
465,Belyy Yar,RU,2021-08-07 22:10:10,53.6039,91.3903,57.09,94,100,0.0,mist
466,Tezu,IN,2021-08-07 22:10:11,27.9167,96.1667,77.32,99,100,2.04,light rain
467,Deputatskiy,RU,2021-08-07 22:13:21,69.3,139.9,54.03,64,84,4.18,broken clouds
468,Palmas,BR,2021-08-07 22:10:11,-10.2128,-48.3603,84.07,42,0,5.75,clear sky
469,Begoro,GH,2021-08-07 22:10:12,6.3871,-0.3774,70.34,88,99,4.0,overcast clouds
470,Lompoc,US,2021-08-07 22:10:13,34.6391,-120.4579,82.56,67,1,13.8,clear sky
471,Kokoda,PG,2021-08-07 22:10:14,-8.8785,147.7407,75.74,86,97,0.72,overcast clouds
472,Sikar,IN,2021-08-07 22:10:14,27.6167,75.15,82.17,72,83,3.24,broken clouds
473,Shubarshi,KZ,2021-08-07 22:10:14,48.5872,57.1869,72.93,25,7,7.67,clear sky
474,Patacamaya,BO,2021-08-07 22:10:15,-17.2333,-67.9167,53.78,26,3,9.37,clear sky
475,Dwarka,IN,2021-08-07 22:10:15,22.2394,68.9678,81.59,77,100,13.47,overcast clouds
476,Margate,GB,2021-08-07 22:10:15,51.3813,1.3862,62.31,84,79,3.0,broken clouds
477,Chapais,CA,2021-08-07 22:11:01,49.7834,-74.8492,65.17,36,3,7.14,clear sky
478,Kalmunai,LK,2021-08-07 22:10:16,7.4167,81.8167,78.08,87,100,4.72,overcast clouds
479,Piterka,RU,2021-08-07 22:10:16,50.6803,47.4454,74.01,31,98,9.26,overcast clouds
480,Ati,TD,2021-08-07 22:10:17,13.2154,18.3353,79.2,67,83,5.1,broken clouds
481,Penzance,GB,2021-08-07 22:10:17,50.1186,-5.5371,60.01,85,36,24.94,scattered clouds
482,Tankara,IN,2021-08-07 22:08:07,22.6667,70.7333,82.81,69,61,9.37,broken clouds
483,Innisfail,AU,2021-08-07 22:10:18,-17.5333,146.0333,68.43,86,85,7.34,overcast clouds
484,Canaries,ES,2021-08-07 22:10:18,28.0,-15.5,66.16,78,20,20.71,few clouds
485,Lingao,CN,2021-08-07 22:10:18,19.9103,109.6859,83.1,76,100,2.35,light rain
486,Nador,MA,2021-08-07 22:10:19,35.174,-2.9287,77.25,53,0,18.41,clear sky
487,Nuuk,GL,2021-08-07 22:10:19,64.1835,-51.7216,45.21,87,75,6.91,light rain
488,Dabakala,CI,2021-08-07 22:10:19,8.3667,-4.4333,75.0,75,82,4.61,broken clouds
489,Konskie,PL,2021-08-07 22:10:20,51.1917,20.4061,63.01,77,48,7.02,scattered clouds
490,Honiara,SB,2021-08-07 22:05:51,-9.4333,159.95,81.99,72,99,1.25,overcast clouds
491,Axim,GH,2021-08-07 22:10:20,4.8699,-2.2405,76.15,88,19,10.49,few clouds
492,El Cobre,CU,2021-08-07 22:10:21,20.0489,-75.9469,87.24,70,40,10.36,scattered clouds
493,San Policarpo,PH,2021-08-07 22:10:21,12.1791,125.5072,79.56,83,97,4.92,overcast clouds
494,Santa Fe,AR,2021-08-07 22:06:42,-31.6333,-60.7,78.01,53,0,1.99,clear sky
495,Antiguo Morelos,MX,2021-08-07 22:10:21,22.5495,-99.0812,94.46,44,28,10.33,scattered clouds
496,Mwinilunga,ZM,2021-08-07 22:10:22,-11.7358,24.4293,60.48,30,4,4.18,clear sky
497,Juba,SS,2021-08-07 22:10:22,4.8517,31.5825,72.23,84,32,2.82,scattered clouds
498,Bud,US,2021-08-07 22:10:23,39.447,-86.1758,86.92,64,17,4.23,few clouds
499,Ossora,RU,2021-08-07 22:13:26,59.2353,163.0719,56.28,68,90,17.2,overcast clouds
500,Polunochnoye,RU,2021-08-07 22:05:41,60.8697,60.4153,52.84,92,100,6.02,overcast clouds
501,Thatta,PK,2021-08-07 22:10:23,24.7475,67.9235,81.79,70,53,14.32,broken clouds
502,Kalangala,UG,2021-08-07 22:10:24,-0.3089,32.225,74.12,67,50,4.34,scattered clouds
503,Hanstholm,DK,2021-08-07 22:10:24,57.1167,8.6167,54.63,85,48,3.74,scattered clouds
504,Grand Gaube,MU,2021-08-07 22:10:24,-20.0064,57.6608,68.4,78,33,5.01,scattered clouds
505,Makubetsu,JP,2021-08-07 22:10:25,45.3714,141.8211,63.77,94,100,26.55,moderate rain
506,Saravan,AM,2021-08-07 22:10:25,39.7196,45.6483,65.05,64,61,4.7,broken clouds
507,Naze,JP,2021-08-07 22:10:28,28.3667,129.4833,79.72,89,100,30.87,moderate rain
508,Pacifica,US,2021-08-07 22:10:25,37.6138,-122.4869,96.75,75,20,5.01,few clouds
509,Galle,LK,2021-08-07 22:10:26,6.0367,80.217,78.51,85,100,15.32,overcast clouds
510,Ewa Beach,US,2021-08-07 22:10:26,21.3156,-158.0072,85.95,54,40,14.97,scattered clouds
511,Benghazi,LY,2021-08-07 22:10:26,32.1167,20.0667,81.01,71,0,12.1,clear sky
512,Fort Saint James,CA,2021-08-07 22:10:27,54.4333,-124.25,67.62,38,97,10.18,overcast clouds
513,Kamarai,GR,2021-08-07 22:10:28,38.3,22.0,79.63,65,0,1.99,clear sky
514,Batemans Bay,AU,2021-08-07 22:13:30,-35.7167,150.1833,50.92,75,97,5.01,overcast clouds
515,Makarov,RU,2021-08-07 22:10:28,48.6333,142.8,56.01,86,100,19.35,moderate rain
516,Reconquista,AR,2021-08-07 22:10:14,-29.15,-59.65,75.58,37,1,7.9,clear sky
517,Akyab,MM,2021-08-07 22:04:36,20.15,92.9,79.88,84,55,0.98,broken clouds
518,Luba,GQ,2021-08-07 22:10:29,3.4568,8.5547,76.82,82,99,3.47,overcast clouds
519,Bhum,IN,2021-08-07 22:10:29,18.4667,75.6667,74.39,85,63,8.99,broken clouds
520,Dakar,SN,2021-08-07 22:00:53,14.6937,-17.4441,81.48,81,20,14.36,few clouds
521,Pyapon,MM,2021-08-07 22:10:29,16.2833,95.6833,78.42,90,98,5.77,overcast clouds
522,Toyooka,JP,2021-08-07 22:10:30,35.5333,134.8333,77.11,77,1,0.85,clear sky
523,Amudat,UG,2021-08-07 22:10:30,1.95,34.95,70.5,62,63,1.39,broken clouds
524,Jalu,LY,2021-08-07 22:05:43,29.0331,21.5482,88.0,33,0,13.42,clear sky
